,User ID,Max_Dogs,Membership_ID,Subscribed,City,State,Country,Exclude,Free_Start_User,Last_Active_At,Membership_Type
5452,ce4177a4-7144-11e5-ba71-058fbc01cf0b,1,1,1,Austin,TX,US,0,0,5/30/14 21:55,1
5453,ce40d754-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/16/14 2:41,1
5454,ce417894-7144-11e5-ba71-058fbc01cf0b,1,1,1,Waterford,MI,US,0,0,7/6/15 14:44,1
5455,ce417934-7144-11e5-ba71-058fbc01cf0b,2,1,1,,,,0,0,5/17/14 20:50,1
5456,ce4179ca-7144-11e5-ba71-058fbc01cf0b,1,1,1,Alexandria,VA,US,0,0,7/7/14 1:16,1
5457,ce417a6a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/16/14 7:27,1
5458,ce417af6-7144-11e5-ba71-058fbc01cf0b,4,2,1,Selkirk,MB,CA,0,0,8/27/14 17:04,2
5459,ce417c2c-7144-11e5-ba71-058fbc01cf0b,1,2,1,Columbia,SC,US,0,0,7/11/14 0:36,2
5460,ce417cc2-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/16/14 2:50,1
5461,ce418032-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,3/21/14 21:22,1
5462,ce4180c8-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/4/15 0:41,1
5463,ce41815e-7144-11e5-ba71-058fbc01cf0b,1,1,1,Singapore ,2,SG,0,0,3/29/14 4:56,1
5464,ce4181f4-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/18/14 23:41,1
5465,ce418258-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,6/3/14 3:17,1
5466,ce4182b2-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/6/14 4:12,1
5467,ce418316-7144-11e5-ba71-058fbc01cf0b,1,8,0,,,,0,1,3/19/14 2:18,4
5468,ce4183d4-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/30/14 17:57,1
5469,ce418492-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/7/14 0:01,1
5470,ce41855a-7144-11e5-ba71-058fbc01cf0b,1,1,0,New Smyrna Beach,FL,US,0,0,3/20/14 16:59,1
5471,ce4185b4-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/18/14 15:11,1
5473,ce418672-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/23/14 16:18,1
5474,ce417d58-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/9/14 16:53,1
5475,ce41878a-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/10/14 0:30,1
5476,ce4187e4-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/22/14 22:52,1
5477,ce418906-7144-11e5-ba71-058fbc01cf0b,1,2,1,Hampstead,MD,US,0,0,3/25/14 22:18,2
5478,ce418960-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/31/14 18:43,1
5479,ce4189c4-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/23/14 21:13,1
5480,ce418a1e-7144-11e5-ba71-058fbc01cf0b,1,1,0,Langley,BC,CA,0,0,4/6/14 1:26,1
5481,ce418adc-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/18/14 0:56,1
5482,ce418b40-7144-11e5-ba71-058fbc01cf0b,1,2,1,,,,0,0,3/21/14 21:35,2
5483,ce418b9a-7144-11e5-ba71-058fbc01cf0b,1,2,1,Petersburg,NY,US,0,0,11/26/14 19:16,2
5484,ce418bfe-7144-11e5-ba71-058fbc01cf0b,1,1,1,Koningshooikt,VAN,BE,0,0,3/21/14 20:13,1
5486,ce418cc6-7144-11e5-ba71-058fbc01cf0b,2,2,1,Apex,NC,US,0,0,4/4/14 21:14,2
5487,ce418d2a-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,6/22/14 22:17,1
5488,ce418d84-7144-11e5-ba71-058fbc01cf0b,1,2,1,,,,0,0,5/20/14 2:59,2
5489,ce418de8-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/3/15 23:46,1
5490,ce418e42-7144-11e5-ba71-058fbc01cf0b,1,3,1,Columbus,OH,US,0,0,8/20/15 12:52,3
5491,ce418ea6-7144-11e5-ba71-058fbc01cf0b,3,2,1,,,,0,0,6/1/14 13:44,2
5492,ce418f00-7144-11e5-ba71-058fbc01cf0b,1,1,1,Sleaford,LIN,GB,0,0,3/23/14 14:34,1
5493,ce418fbe-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,6/7/14 22:45,1
5494,ce419022-7144-11e5-ba71-058fbc01cf0b,1,3,1,Modesto,CA,US,0,0,6/7/15 3:42,3
5495,ce41907c-7144-11e5-ba71-058fbc01cf0b,2,2,1,Huntingdon,PA,US,0,0,3/12/15 0:18,2
5496,ce419310-7144-11e5-ba71-058fbc01cf0b,2,2,1,"Akaroa, Christchurch",S,NZ,0,0,7/12/15 7:55,2
5497,ce419374-7144-11e5-ba71-058fbc01cf0b,1,1,1,Long Beach,CA,US,0,0,4/10/14 2:56,1
5498,ce4194be-7144-11e5-ba71-058fbc01cf0b,1,1,1,Newington,KEN,GB,0,0,4/4/14 20:07,1
5499,ce419522-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/1/14 23:51,1
5500,ce4579c6-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/26/14 0:52,1
5501,ce457cb4-7144-11e5-ba71-058fbc01cf0b,1,2,1,Royal Oak,MI,US,0,0,3/31/14 20:06,2
5502,ce457e9e-7144-11e5-ba71-058fbc01cf0b,1,1,1,Cumming,GA,US,0,0,4/23/14 3:20,1
5503,ce4581c8-7144-11e5-ba71-058fbc01cf0b,1,2,1,Santa Fe,NM,US,0,0,3/19/15 1:46,2
5504,ce458286-7144-11e5-ba71-058fbc01cf0b,2,1,1,,,,0,0,4/2/14 17:23,1
5506,ce45833a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/17/14 0:47,1
5507,ce458498-7144-11e5-ba71-058fbc01cf0b,2,2,1,Atascadero,CA,US,0,0,3/7/15 4:19,2
5509,ce458556-7144-11e5-ba71-058fbc01cf0b,1,1,1,Arlington,VA,US,0,0,3/30/14 14:13,1
5510,ce458600-7144-11e5-ba71-058fbc01cf0b,1,1,1,Gilbert,AZ,US,0,0,4/1/14 1:02,1
5511,ce458c7c-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,3/30/14 0:46,1
5512,ce458d62-7144-11e5-ba71-058fbc01cf0b,1,1,1,Boulder,CO,US,0,0,4/9/14 21:41,1
5513,ce458772-7144-11e5-ba71-058fbc01cf0b,1,1,1,Princeton,NJ,US,0,0,3/30/14 19:09,1
5514,ce459104-7144-11e5-ba71-058fbc01cf0b,1,1,1,Hillsborough,NJ,US,0,0,8/10/14 20:04,1
5515,ce4591b8-7144-11e5-ba71-058fbc01cf0b,1,1,0,Camarillo,CA,US,0,0,11/29/14 19:40,1
5516,ce459546-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,4/4/14 22:19,1
5517,ce2f973c-7144-11e5-ba71-058fbc01cf0b,1,8,0,,,,0,1,7/29/15 2:03,4
5518,ce45974e-7144-11e5-ba71-058fbc01cf0b,2,2,1,Eagle River,AK,US,0,0,8/23/15 18:10,2
5520,ce2dbc50-7144-11e5-ba71-058fbc01cf0b,1,1,1,Tucson,AZ,US,0,1,3/6/15 1:29,1
5521,ce4598ac-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/12/14 14:52,1
5522,ce459a14-7144-11e5-ba71-058fbc01cf0b,1,1,1,Ottawa,ON,CA,0,0,3/24/15 11:51,1
5523,ce459ac8-7144-11e5-ba71-058fbc01cf0b,1,1,1,Ferndale,MI,US,0,0,5/24/14 21:11,1
5524,ce459b7c-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,4/11/14 2:34,1
5525,ce459ce4-7144-11e5-ba71-058fbc01cf0b,1,1,0,Caldwell,ID,US,0,0,4/5/14 22:50,1
5526,ce459f00-7144-11e5-ba71-058fbc01cf0b,1,1,0,Doylestown,PA,US,0,0,4/13/14 13:46,1
5527,ce459fd2-7144-11e5-ba71-058fbc01cf0b,1,2,1,Fishers,IN,US,0,0,6/8/14 20:40,2
5528,ce45a086-7144-11e5-ba71-058fbc01cf0b,1,1,1,Durham,NC,US,0,0,4/22/14 13:08,1
5529,ce45996a-7144-11e5-ba71-058fbc01cf0b,1,2,1,North East,MD,US,0,0,9/16/14 23:25,2
5530,ce45a130-7144-11e5-ba71-058fbc01cf0b,1,3,0,Boise,ID,US,0,0,7/31/14 2:57,3
5531,ce45a1e4-7144-11e5-ba71-058fbc01cf0b,1,1,1,London,ON,CA,0,0,4/27/14 1:19,1
5532,ce45a28e-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,11/23/14 21:49,1
5533,ce45a342-7144-11e5-ba71-058fbc01cf0b,1,2,1,Charlotte,NC,US,0,0,2/25/15 14:38,2
5535,ce45a48c-7144-11e5-ba71-058fbc01cf0b,1,1,0,Golden,CO,US,0,0,4/22/14 0:23,1
5536,ce45a522-7144-11e5-ba71-058fbc01cf0b,1,1,1,Gainesville,GA,US,0,0,6/22/14 17:13,1
5537,ce45a5c2-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,8/25/14 0:20,1
5538,ce45aaa4-7144-11e5-ba71-058fbc01cf0b,1,2,1,,,,0,0,1/29/15 19:31,2
5539,ce45ab4e-7144-11e5-ba71-058fbc01cf0b,1,1,1,Fort Lauderdale,FL,US,0,0,5/30/14 4:04,1
5540,ce45ac98-7144-11e5-ba71-058fbc01cf0b,1,1,1,Honolulu,HI,US,0,0,6/24/14 1:44,1
5541,ce45ae5a-7144-11e5-ba71-058fbc01cf0b,1,1,0,Briarcliff Manor,NY,US,0,0,4/12/14 1:44,1
5542,ce27cc1e-7144-11e5-ba71-058fbc01cf0b,6,2,0,,,US,1,0,8/6/14 18:21,2
5543,ce45afb8-7144-11e5-ba71-058fbc01cf0b,1,1,0,Winston Salem,NC,US,0,0,4/13/14 2:21,1
5544,ce45af2c-7144-11e5-ba71-058fbc01cf0b,1,2,0,Durham,NC,US,0,0,4/15/14 15:27,2
5545,ce46b2aa-7144-11e5-ba71-058fbc01cf0b,1,1,0,Brooklyn,NY,US,0,0,4/12/14 4:06,1
5546,ce46b44e-7144-11e5-ba71-058fbc01cf0b,1,1,0,Hamden,CT,US,0,0,4/21/14 17:12,1
5547,ce46ba34-7144-11e5-ba71-058fbc01cf0b,1,1,1,Montgomery,AL,US,0,0,4/13/14 18:24,1
5548,ce46bafc-7144-11e5-ba71-058fbc01cf0b,1,1,1,Montgomery,AL,US,0,0,4/13/14 19:03,1
5549,ce46c308-7144-11e5-ba71-058fbc01cf0b,1,2,1,Dania,FL,US,0,0,11/6/14 16:17,2
5550,ce46c894-7144-11e5-ba71-058fbc01cf0b,1,2,1,Mahopac,NY,US,0,0,6/26/14 15:44,2
5551,ce46cd62-7144-11e5-ba71-058fbc01cf0b,1,1,1,Memphis,TN,US,0,0,4/14/14 16:33,1
5552,ce46d7e4-7144-11e5-ba71-058fbc01cf0b,1,1,0,New York,NY,US,0,0,6/27/14 3:27,1
5553,ce46d88e-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/12/14 14:34,1
5554,ce46d91a-7144-11e5-ba71-058fbc01cf0b,1,1,1,Elmira,NY,US,0,0,4/13/14 20:58,1
5555,ce46d9a6-7144-11e5-ba71-058fbc01cf0b,1,1,1,Washington,DC,US,0,0,4/13/14 23:51,1
5556,ce46dab4-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/4/14 3:07,1
5557,ce46db40-7144-11e5-ba71-058fbc01cf0b,1,2,0,,,,0,0,4/14/14 23:27,2
5558,ce46dbc2-7144-11e5-ba71-058fbc01cf0b,2,2,1,Del Mar,CA,US,0,0,4/6/15 20:28,2
5559,ce46dd66-7144-11e5-ba71-058fbc01cf0b,1,2,1,Indianapolis,IN,US,0,0,4/15/14 19:01,2
5560,ce46dde8-7144-11e5-ba71-058fbc01cf0b,1,3,1,Shawnee,OK,US,0,0,8/27/14 21:14,3
5561,ce46e00e-7144-11e5-ba71-058fbc01cf0b,1,2,1,New York,NY,US,0,0,9/15/15 22:26,2
5562,ce46e090-7144-11e5-ba71-058fbc01cf0b,1,1,0,New York,NY,US,0,0,4/19/14 0:56,1
5563,ce46e11c-7144-11e5-ba71-058fbc01cf0b,1,1,0,Puyallup,WA,US,0,0,4/16/14 18:05,1
5564,ce46e2ac-7144-11e5-ba71-058fbc01cf0b,1,1,0,San Diego,CA,US,0,0,4/20/14 16:56,1
5565,ce46e43c-7144-11e5-ba71-058fbc01cf0b,1,14,1,Saint Ignace,MI,US,0,0,5/15/15 13:41,2
5566,ce46e5cc-7144-11e5-ba71-058fbc01cf0b,1,1,1,Falls Church,VA,US,0,0,11/16/14 19:18,1
5567,ce46e658-7144-11e5-ba71-058fbc01cf0b,1,3,0,Reston,VA,US,0,0,5/14/14 15:55,3
5568,ce46e6da-7144-11e5-ba71-058fbc01cf0b,4,2,1,Prescott,AZ,US,0,0,10/11/15 23:41,2
5569,ce46e7e8-7144-11e5-ba71-058fbc01cf0b,1,1,1,Rye,NH,US,0,0,7/30/15 23:47,1
5570,ce46e766-7144-11e5-ba71-058fbc01cf0b,1,1,1,New York,NY,US,0,0,4/22/14 2:05,1
5571,ce46e9fa-7144-11e5-ba71-058fbc01cf0b,1,1,1,Washington,DC,US,0,0,12/19/14 1:14,1
5572,ce46ea86-7144-11e5-ba71-058fbc01cf0b,1,1,1,Beaufort,SC,US,0,0,4/16/14 21:51,1
5573,ce46eb08-7144-11e5-ba71-058fbc01cf0b,1,3,1,Springfield,MO,US,0,0,5/14/15 1:54,3
5574,ce46ec16-7144-11e5-ba71-058fbc01cf0b,1,1,0,Hamilton,Pembroke,BM,0,0,9/28/14 18:21,1
5575,ce46ed24-7144-11e5-ba71-058fbc01cf0b,1,2,0,,,,0,0,5/8/14 3:08,2
5576,ce46eda6-7144-11e5-ba71-058fbc01cf0b,1,1,1,New York,NY,US,0,0,4/27/14 21:39,1
5577,ce46ee32-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/18/14 23:04,1
5578,ce46eeb4-7144-11e5-ba71-058fbc01cf0b,2,1,1,Glasgow,EDU,GB,0,0,2/4/15 23:02,1
5580,ce46ef40-7144-11e5-ba71-058fbc01cf0b,1,1,0,Calgary,AB,CA,0,0,4/23/14 0:16,1
5581,ce46efc2-7144-11e5-ba71-058fbc01cf0b,1,3,0,Lewisburg,PA,US,0,0,7/6/14 14:11,3
5582,ce46f0d0-7144-11e5-ba71-058fbc01cf0b,1,2,1,Mississauga,ON,CA,0,0,1/10/15 1:02,2
5584,ce46e3ba-7144-11e5-ba71-058fbc01cf0b,1,1,0,Nashville,TN,US,0,0,4/19/14 13:56,1
5585,ce46f1de-7144-11e5-ba71-058fbc01cf0b,1,1,0,Southsea,HAM,GB,0,0,4/27/14 18:28,1
5586,ce415d28-7144-11e5-ba71-058fbc01cf0b,1,1,1,Atlanta,GA,US,0,0,12/24/14 23:48,1
5587,ce46f26a-7144-11e5-ba71-058fbc01cf0b,1,2,1,,,,0,0,4/20/14 22:48,2
5588,ce46f2ec-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/20/14 8:42,1
5589,ce46f3fa-7144-11e5-ba71-058fbc01cf0b,1,1,1,Hailey,ID,US,0,0,5/1/14 18:37,1
5590,ce46f47c-7144-11e5-ba71-058fbc01cf0b,1,1,1,Livingston,TX,US,0,0,6/10/14 21:17,1
5591,ce46f508-7144-11e5-ba71-058fbc01cf0b,1,1,1,Long Beach,CA,US,0,0,4/22/14 3:20,1
5592,ce46f58a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/20/15 2:52,1
5593,ce46f60c-7144-11e5-ba71-058fbc01cf0b,1,3,1,Jupiter,FL,US,0,0,8/3/15 4:14,3
5594,ce46f698-7144-11e5-ba71-058fbc01cf0b,1,3,1,London,LND,GB,0,0,6/8/14 12:43,3
5595,ce46f71a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/28/14 15:02,1
5596,ce46f7a6-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/23/14 16:34,1
5597,ce46f828-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/28/14 15:51,1
5598,ce46f8aa-7144-11e5-ba71-058fbc01cf0b,1,1,1,New York,NY,US,0,0,5/1/14 13:54,1
5599,ce46f936-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/28/14 15:53,1
5600,ce46f9b8-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/25/14 17:50,1
5601,ce46fa44-7144-11e5-ba71-058fbc01cf0b,1,1,1,Boston,MA,US,0,0,6/27/14 16:26,1
5602,ce46fdf0-7144-11e5-ba71-058fbc01cf0b,1,1,1,Calabasas,CA,US,0,0,4/23/14 22:51,1
5603,ce46fe7c-7144-11e5-ba71-058fbc01cf0b,1,1,1,Toronto,ON,CA,0,0,12/4/14 12:57,1
5604,ce470098-7144-11e5-ba71-058fbc01cf0b,2,2,1,Paris,ON,CA,0,0,4/3/15 10:34,2
5606,ce470124-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,4/28/14 1:00,1
5607,ce4701b0-7144-11e5-ba71-058fbc01cf0b,1,3,1,Yuma,AZ,US,0,0,10/1/15 11:22,3
5608,ce4702be-7144-11e5-ba71-058fbc01cf0b,1,1,1,Utica,MI,US,0,0,5/5/14 16:41,1
5609,ce470340-7144-11e5-ba71-058fbc01cf0b,1,2,1,Sherwood Park,AB,CA,0,0,2/28/15 4:39,2
5610,ce4703cc-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/30/14 21:28,1
5611,ce4704da-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,4/25/14 21:57,1
5612,ce4705e8-7144-11e5-ba71-058fbc01cf0b,1,1,1,Washington,DC,US,0,0,5/5/14 18:24,1
5613,ce4707fa-7144-11e5-ba71-058fbc01cf0b,1,1,1,Centerville,MA,US,0,0,8/2/14 6:43,1
5614,ce4708cc-7144-11e5-ba71-058fbc01cf0b,1,1,1,Centerville,MA,US,0,0,4/29/14 18:10,1
5615,ce47099e-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/30/14 13:01,1
5616,ce470bb0-7144-11e5-ba71-058fbc01cf0b,1,1,0,New York,NY,US,0,0,5/9/14 3:18,1
5617,ce470d5e-7144-11e5-ba71-058fbc01cf0b,1,2,1,Chilliwack,BC,CA,0,0,3/21/15 3:27,2
5618,ce470e30-7144-11e5-ba71-058fbc01cf0b,1,2,1,Richmond,VA,US,0,0,8/29/15 18:56,2
5619,ce470f02-7144-11e5-ba71-058fbc01cf0b,2,1,1,Tarrytown,NY,US,0,0,5/7/14 22:50,1
5621,ce47109c-7144-11e5-ba71-058fbc01cf0b,1,3,1,Wakefield,RI,US,0,0,1/26/15 16:29,3
5622,ce47124a-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/2/14 13:01,1
5623,ce47131c-7144-11e5-ba71-058fbc01cf0b,1,1,0,Santa Fe,NM,US,0,0,5/17/14 0:48,1
5624,ce4714c0-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,6/25/14 15:49,1
5627,ce47165a-7144-11e5-ba71-058fbc01cf0b,1,2,1,Atlanta,GA,US,0,0,9/28/14 22:19,2
5628,ce47172c-7144-11e5-ba71-058fbc01cf0b,3,3,1,Porter,TX,US,0,0,8/27/15 18:20,3
5629,ce471a74-7144-11e5-ba71-058fbc01cf0b,1,2,1,Tucson,AZ,US,0,0,3/4/15 23:24,2
5631,ce471b46-7144-11e5-ba71-058fbc01cf0b,1,1,1,Truro,CON,GB,0,0,5/12/14 19:25,1
5632,ce471c18-7144-11e5-ba71-058fbc01cf0b,1,1,0,Essex Fells,NJ,US,0,0,1/13/15 1:51,1
5633,ce471cea-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,1,0,5/23/14 16:16,1
5634,ce471e48-7144-11e5-ba71-058fbc01cf0b,4,2,1,Saint Paul,MN,US,0,0,3/12/15 12:45,2
5636,ce471eca-7144-11e5-ba71-058fbc01cf0b,1,2,1,Mckinney,TX,US,0,0,10/2/14 16:24,2
5637,ce472064-7144-11e5-ba71-058fbc01cf0b,1,1,1,Reston,VA,US,0,0,8/12/15 18:31,1
5638,ce3f01e0-7144-11e5-ba71-058fbc01cf0b,1,1,1,Skokie,IL,US,0,0,5/28/15 3:25,1
5639,ce47228a-7144-11e5-ba71-058fbc01cf0b,1,1,0,Providence,RI,US,0,0,5/26/14 18:39,1
5640,ce472398-7144-11e5-ba71-058fbc01cf0b,1,1,1,Saint Ignace,MI,US,0,0,7/22/14 1:14,1
5641,ce472424-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/4/14 23:22,1
5642,ce4724a6-7144-11e5-ba71-058fbc01cf0b,1,2,1,Cary,NC,US,0,0,8/4/14 2:24,2
5643,ce4725be-7144-11e5-ba71-058fbc01cf0b,1,1,0,Boise,ID,US,0,0,5/13/15 16:59,1
5644,ce4726cc-7144-11e5-ba71-058fbc01cf0b,1,2,0,,,,0,0,5/18/14 1:03,2
5645,ce4727e4-7144-11e5-ba71-058fbc01cf0b,1,1,1,Darwin,NT,AU,0,0,8/9/14 11:52,1
5646,ce472866-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,US,0,0,5/29/14 2:02,1
5648,ce41209c-7144-11e5-ba71-058fbc01cf0b,2,1,1,,,,0,0,5/20/14 19:44,1
5649,ce472e42-7144-11e5-ba71-058fbc01cf0b,1,1,1,Minnetonka,MN,US,0,0,5/10/14 23:28,1
5650,ce47305e-7144-11e5-ba71-058fbc01cf0b,1,2,0,,,,0,0,10/9/14 14:04,2
5651,ce472532-7144-11e5-ba71-058fbc01cf0b,1,2,1,Kirkland,WA,US,0,0,4/3/15 16:00,2
5652,ce47327a-7144-11e5-ba71-058fbc01cf0b,1,1,1,Asheville,NC,US,0,0,5/8/14 17:25,1
5653,ce473388-7144-11e5-ba71-058fbc01cf0b,1,1,1,Carrboro,NC,US,0,0,7/10/15 20:50,1
5654,ce473496-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/9/14 0:01,1
5655,ce473522-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/26/14 13:20,1
5656,ce47377a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/19/14 22:07,1
5657,ce4737f2-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/27/14 19:45,1
5658,ce473856-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/30/15 15:10,1
5659,ce4738c4-7144-11e5-ba71-058fbc01cf0b,1,2,1,,,,0,0,8/15/15 17:49,2
5660,ce4739a0-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/9/14 3:37,1
5661,ce473a0e-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/30/14 15:32,1
5662,ce473c34-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/9/14 13:45,1
5663,ce473bc6-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/21/14 15:40,1
5664,ce473cac-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/9/14 18:27,1
5665,ce473d1a-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,10/2/14 16:47,1
5666,ce474026-7144-11e5-ba71-058fbc01cf0b,1,2,1,Sacramento,CA,US,0,0,3/12/15 2:59,2
5667,ce47410c-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/25/15 18:50,1
5668,ce47417a-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/14/14 1:59,1
5669,ce4741e8-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/20/14 22:44,1
5670,ce474260-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/1/14 21:37,1
5671,ce4742ce-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/29/14 20:06,1
5672,ce47433c-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/9/14 23:06,1
5673,ce4743aa-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/1/14 19:35,1
5675,ce474418-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/16/14 23:53,1
5676,ce474486-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/5/14 2:01,1
5677,ce4744f4-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,6/2/14 2:49,1
5678,ce4745d0-7144-11e5-ba71-058fbc01cf0b,1,1,1,Sydney,NSW,AU,0,0,9/20/15 8:24,1
5679,ce4746b6-7144-11e5-ba71-058fbc01cf0b,1,1,0,Hubertus,WI,US,0,0,11/11/14 6:10,1
5680,ce474724-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,2/9/15 3:13,1
5681,ce47480a-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/16/14 1:36,1
5682,ce47486e-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/27/14 21:18,1
5683,ce474954-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/6/14 15:35,1
5684,ce47409e-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/16/14 2:36,1
5685,ce474ab2-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/9/14 2:38,1
5686,ce474b20-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,9/15/14 23:41,1
5687,ce474b8e-7144-11e5-ba71-058fbc01cf0b,1,2,1,Silver Spring,MD,US,0,0,4/3/15 3:40,2
5688,ce474bf2-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/13/14 17:34,1
5689,ce474cce-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/18/14 17:45,1
5690,ce474e04-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/4/14 0:12,1
5691,ce474e72-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,5/17/14 0:08,1
5692,ce475232-7144-11e5-ba71-058fbc01cf0b,1,1,1,Powder Springs,GA,US,0,0,5/15/14 23:48,1
5693,ce47530e-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,6/8/14 20:15,1
5694,ce4755ac-7144-11e5-ba71-058fbc01cf0b,1,1,1,Shorewood,WI,US,0,0,5/31/14 14:40,1
5695,ce475bba-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,5/15/14 0:31,1
5696,ce476178-7144-11e5-ba71-058fbc01cf0b,1,1,0,,,,0,0,7/9/14 15:12,1
5697,ce476eb6-7144-11e5-ba71-058fbc01cf0b,1,1,1,Sterling Heights,MI,US,0,0,6/18/14 11:16,1
5698,ce4772a8-7144-11e5-ba71-058fbc01cf0b,1,1,0,Colorado Springs,CO,US,0,0,5/15/14 22:35,1
5699,ce477afa-7144-11e5-ba71-058fbc01cf0b,1,1,1,,,,0,0,7/11/14 2:57,1
